FIPS,MSA,TOT_POP,POP_16,POP_65,WHITE_,BLACK_,ASIAN_,HISP_,MULTI_RA,MALES,FEMALES,MALE1664,FEM1664,EMPL16,EMP_AWAY,EMP_HOME,EMP_29,EMP_30,EMP16_2,EMP_MALE,EMP_FEM,OCC_MAN,OCC_OFF1,OCC_INFO,HH_INC,POV_POP,POV_TOT,HSG_VAL,BLACK1,BLACK_R,PCTBLACK,PCTBLCK,polyid
55079004500,Milwaukee,2839,795,292,55,2670,30,28,56,1294,1545,747,1005,983,927,56,666,261,1018,447,571,110,82,0,24963,2762,848,39600,2670,99,0.034144,0.940472,136
55079080400,Milwaukee,3661,406,969,3164,125,191,83,87,1560,2101,1023,1263,1850,1795,55,1415,380,1869,809,1060,65,528,68,31964,3493,488,132000,125,79,0.024303,0.034144,137
55079003700,Milwaukee,2466,700,246,653,1705,9,56,19,1133,1333,689,831,1105,1097,8,835,262,1153,539,614,163,181,0,38225,2448,96,72300,1705,1969,0.809489,0.691403,138
55133203302,Milwaukee,8733,1576,1171,8355,25,87,182,71,4297,4436,2967,3019,5026,4886,140,3594,1292,5047,2693,2354,373,1639,221,58869,8452,208,160400,25,80,0.024675,0.002863,139
55079006500,Milwaukee,2918,1073,226,45,2800,32,13,16,1273,1645,633,986,750,743,7,504,239,764,285,479,107,94,0,22214,2899,1157,31400,2800,0,0.000000,0.959561,140
55079005300,Milwaukee,1962,415,267,1751,89,0,97,25,997,965,667,613,1042,1042,0,882,160,1053,572,481,117,258,9,47609,1962,107,83300,89,2520,0.936313,0.045362,141
55079004800,Milwaukee,4394,1411,253,231,4040,0,91,26,2029,2365,1182,1548,1394,1321,73,936,385,1433,596,837,198,191,7,27817,4347,1228,44100,4040,42,0.011721,0.919436,142
55079005000,Milwaukee,4917,1406,330,2110,2509,6,176,116,2302,2615,1374,1807,2312,2276,36,1667,609,2360,1048,1312,262,396,23,36707,4882,556,77300,2509,18,0.004889,0.510270,143
55079004900,Milwaukee,4976,1533,260,1016,3712,66,57,114,2187,2789,1312,1871,2006,1976,30,1463,513,2062,831,1231,228,420,33,35455,4886,872,77900,3712,14,0.003736,0.745981,144
55079006600,Milwaukee,3668,1250,398,80,3491,0,44,5,1691,1977,896,1124,790,784,6,470,314,803,345,458,108,77,0,17321,3647,1479,28800,3491,109,0.037398,0.951745,145
55079006900,Milwaukee,2573,917,188,120,2123,7,271,27,1155,1418,649,819,623,609,14,335,274,629,255,374,89,69,5,20250,2532,1168,39000,2123,466,0.200343,0.825107,146
55079007200,Milwaukee,2807,489,242,1649,574,54,384,141,1386,1421,1053,1023,1585,1572,13,1261,311,1618,815,803,89,314,48,34750,2785,419,78600,574,75,0.022862,0.204489,147
55079007400,Milwaukee,3306,238,128,2998,138,23,102,29,1548,1758,1370,1570,1754,1696,58,1478,218,1820,790,1030,42,379,59,85000,1459,201,268100,138,67,0.019888,0.041742,148
55079007300,Milwaukee,2459,120,185,2169,46,126,74,37,1239,1220,1114,1040,1761,1741,20,1363,378,1780,897,883,40,509,144,40788,2389,495,149600,46,82,0.025316,0.018707,149
55079006800,Milwaukee,3047,1027,353,54,2879,48,16,7,1407,1640,751,916,712,697,15,472,225,744,292,452,115,80,0,22955,3002,1146,30000,2879,0,0.000000,0.944864,150
55079006300,Milwaukee,3095,1156,210,49,2921,7,56,22,1442,1653,756,973,796,769,27,444,325,814,342,472,114,54,19,20448,3010,1369,35600,2921,9,0.002562,0.943780,151
55079006700,Milwaukee,1639,614,170,35,1542,20,23,19,687,952,276,579,364,364,0,193,171,378,94,284,59,20,0,15597,1628,677,32100,1542,766,0.453133,0.940818,152
55079005800,Milwaukee,3291,656,400,2741,279,0,186,61,1481,1810,1001,1234,1981,1935,46,1593,342,2000,873,1127,156,419,48,41117,3275,157,101300,279,21,0.005345,0.084777,153
55079007000,Milwaukee,3393,1313,276,148,2931,52,216,39,1544,1849,739,1065,867,848,19,647,201,897,421,476,168,82,6,18953,3364,1482,33400,2931,0,0.000455,0.863837,154
55079006400,Milwaukee,3006,1126,207,18,2885,0,34,63,1357,1649,734,939,633,633,0,394,239,647,242,405,125,81,0,20481,2938,1166,27800,2885,254,0.093243,0.959747,155
55079007100,Milwaukee,2033,616,122,1086,466,7,394,67,969,1064,590,705,905,884,21,655,229,927,444,483,96,165,22,29479,2033,477,58300,466,46,0.012418,0.229218,156
55079005700,Milwaukee,2330,400,372,2094,79,0,122,18,979,1351,662,896,1362,1342,20,1151,191,1383,617,766,93,291,17,38915,2323,72,96200,79,1383,0.634455,0.033906,157
55079005600,Milwaukee,2135,398,432,2031,37,33,34,0,856,1279,531,774,1105,1054,51,888,166,1115,498,617,86,293,37,50477,1979,53,107900,37,0,0.000000,0.017330,158
55079090300,Milwaukee,3460,627,704,3031,96,209,63,56,1550,1910,1009,1120,1711,1658,53,1411,247,1767,887,880,51,565,81,45729,3460,206,155900,96,388,0.194812,0.027746,159
55079007800,Milwaukee,3427,221,244,3060,74,123,74,49,1730,1697,1519,1443,2327,2262,65,1855,407,2415,1203,1212,84,654,85,32944,3383,1036,158300,74,44,0.011945,0.021593,160
55079007500,Milwaukee,2620,391,163,2456,99,34,9,7,1319,1301,1071,995,1690,1589,101,1257,332,1695,908,787,49,591,69,74861,2616,232,229300,99,746,0.401257,0.037786,161
55079010900,Milwaukee,5630,139,1331,4868,332,205,132,69,2744,2886,2301,1859,3533,3431,102,2776,655,3598,2008,1590,65,1366,112,39571,4979,502,132300,332,7,0.002066,0.058970,162
55079005900,Milwaukee,3798,1188,251,1481,1721,236,250,79,1821,1977,1090,1269,1736,1692,44,1255,437,1772,907,865,283,304,35,40675,3752,673,71100,1721,1510,0.693162,0.453133,163
55079006000,Milwaukee,2880,1115,79,298,2506,13,25,32,1254,1626,690,996,1047,1041,6,677,364,1085,432,653,117,165,20,31614,2837,684,69100,2506,0,0.000000,0.870139,164
55079006100,Milwaukee,2761,1006,152,271,2235,0,69,147,1227,1534,685,918,989,935,54,675,260,1002,390,612,126,162,12,32908,2689,556,84400,2235,32,0.007972,0.809489,165
55079006200,Milwaukee,3438,1252,314,254,2946,39,9,67,1510,1928,718,1154,983,976,7,592,384,1053,404,649,164,85,7,24665,3264,1142,43600,2946,16,0.004168,0.856894,166
55079008900,Milwaukee,1732,757,89,51,1643,0,23,15,888,844,388,498,388,363,25,178,185,405,149,256,46,16,0,18242,1704,733,47300,1643,2,0.000668,0.948614,167
55079008800,Milwaukee,2485,1014,135,0,2462,6,0,12,1021,1464,562,774,637,630,7,369,261,646,279,367,114,48,0,19653,2471,1166,35500,2462,138,0.051173,0.990744,168
55079008700,Milwaukee,1809,737,134,7,1786,0,16,0,857,952,387,551,384,377,7,216,161,403,179,224,66,46,0,19000,1800,894,43400,1786,135,0.050523,0.987286,169
55079008600,Milwaukee,1644,616,125,44,1600,0,0,0,741,903,383,520,366,348,18,153,195,377,163,214,56,21,0,17538,1644,762,24700,1600,179,0.066449,0.973236,170
55079008500,Milwaukee,1728,657,225,66,1662,0,0,0,765,963,363,483,373,373,0,174,199,394,215,179,51,43,0,18261,1657,769,26900,1662,2921,0.948614,0.961806,171
55079008400,Milwaukee,1452,593,113,166,1256,0,30,0,696,756,312,434,353,328,25,129,199,353,171,182,36,23,0,14797,1452,590,31700,1256,170,0.058725,0.865014,172
55079008300,Milwaukee,1354,442,187,7,1336,0,11,0,590,764,323,402,320,280,40,123,157,320,169,151,77,12,0,16895,1341,574,29900,1336,10,0.002709,0.986706,173
55079008200,Milwaukee,1340,605,38,108,1153,14,32,16,572,768,254,443,282,268,14,156,112,293,127,166,39,57,0,17917,1256,788,52000,1153,0,0.000000,0.860448,174
55079008100,Milwaukee,1587,534,106,88,1134,49,273,8,747,840,419,528,420,388,32,257,131,426,168,258,45,36,1,17375,1587,711,37200,1134,2413,0.884283,0.714556,175
55079008000,Milwaukee,2173,503,166,929,502,22,574,86,1068,1105,750,754,1016,978,38,730,248,1039,534,505,110,152,28,25909,2169,698,47000,502,126,0.044908,0.231017,176
55079007900,Milwaukee,1889,350,98,1251,368,14,177,44,912,977,743,698,988,982,6,751,231,1002,486,516,54,181,11,30500,1889,448,57500,368,142,0.053203,0.194812,177
55079007600,Milwaukee,3343,186,578,2984,98,152,38,67,1551,1792,1301,1278,2202,2126,76,1638,488,2252,1163,1089,62,790,115,40634,3176,425,196000,98,0,0.000000,0.029315,178
55079091000,Milwaukee,4527,992,392,4203,79,67,127,7,2143,2384,1507,1636,2600,2487,113,1993,494,2625,1275,1350,98,804,73,51279,4518,265,121400,79,69,0.021469,0.017451,179
55079090900,Milwaukee,4067,910,685,3726,108,26,118,52,1816,2251,1169,1303,2109,2007,102,1730,277,2109,1027,1082,99,595,55,47647,3735,156,118000,108,11,0.002764,0.026555,180
55079007700,Milwaukee,3716,183,196,3103,146,149,162,80,1906,1810,1739,1598,2767,2689,78,2178,511,2784,1456,1328,148,759,227,31506,3698,572,115400,146,2495,0.918330,0.039290,181
55079090800,Milwaukee,2477,561,331,2375,0,58,44,0,1111,1366,692,893,1415,1374,41,1215,159,1438,665,773,62,541,33,60729,2477,46,164400,0,0,0.000000,0.000000,182
55079090700,Milwaukee,3170,766,488,3058,20,5,28,31,1529,1641,946,970,1567,1500,67,1299,201,1571,823,748,33,576,53,76926,3170,74,178500,20,96,0.029898,0.006309,183
55079009900,Milwaukee,1617,585,91,80,1383,55,67,25,763,854,414,527,340,334,6,218,116,357,137,220,70,9,0,16920,1602,841,25100,1383,0,0.000000,0.855288,184
55079009300,Milwaukee,2552,675,149,1467,829,5,78,158,1223,1329,812,916,1332,1304,28,1069,235,1346,648,698,86,301,35,40250,2550,336,82300,829,2235,0.865014,0.324843,185
55079009200,Milwaukee,1909,695,68,362,1161,167,109,85,871,1038,523,623,751,726,25,563,163,752,304,448,103,102,0,39083,1828,474,67200,1161,1052,0.542403,0.608172,186
55079009100,Milwaukee,2901,1157,102,212,2495,62,87,25,1325,1576,689,953,981,966,15,634,332,1011,393,618,118,92,0,24784,2869,1276,57300,2495,128,0.045500,0.860048,187
55079009000,Milwaukee,3106,1447,93,103,2771,88,48,96,1317,1789,603,963,653,653,0,441,212,721,293,428,62,95,9,18333,3054,1612,44400,2771,69,0.021593,0.892144,188
55079009800,Milwaukee,1679,773,52,36,1245,189,22,181,801,878,372,482,361,335,26,176,159,370,154,216,76,16,0,17469,1657,705,36500,1245,29,0.007372,0.741513,189
55079010000,Milwaukee,895,393,54,41,838,0,0,16,337,558,165,283,192,192,0,133,59,192,95,97,34,13,4,15192,885,483,26800,838,134,0.049895,0.936313,190
55079010100,Milwaukee,1144,474,37,24,992,29,45,47,539,605,258,375,237,237,0,113,124,256,96,160,54,23,0,20045,1137,418,51200,992,2800,0.943780,0.867133,191
55079010200,Milwaukee,854,248,102,66,742,32,14,0,431,423,268,236,213,213,0,137,76,222,89,133,25,25,4,11979,846,395,25800,742,2740,0.940818,0.868852,192
55079010300,Milwaukee,789,198,85,14,746,0,4,25,363,426,200,306,190,190,0,131,59,205,90,115,6,30,10,20345,789,275,33600,746,189,0.075380,0.945501,193
55079010400,Milwaukee,846,364,110,30,790,0,8,0,324,522,159,213,177,177,0,107,70,185,79,106,11,26,0,18929,820,445,48800,790,21,0.005413,0.933806,194
55079010500,Milwaukee,1206,390,143,88,1039,0,39,12,478,728,274,399,332,326,6,250,76,338,117,221,39,59,7,19042,1194,498,68200,1039,125,0.042077,0.861526,195
55079010600,Milwaukee,1225,403,155,116,748,0,361,0,587,638,320,347,354,354,0,274,80,346,181,165,85,21,0,25938,1221,327,49600,748,2174,0.860448,0.610612,196
55079010700,Milwaukee,1981,471,89,785,766,0,355,59,1038,943,736,685,959,959,0,740,219,995,512,483,98,166,18,26325,1970,714,46000,766,574,0.231017,0.386673,197
55133201202,Milwaukee,5619,1208,990,5195,42,265,47,70,2704,2915,1705,1716,2679,2586,93,2064,522,2712,1535,1177,104,1084,141,88403,5551,83,248700,42,110,0.037786,0.007475,198
55133201201,Milwaukee,2311,618,243,2050,64,126,34,37,1131,1180,702,748,1150,1101,49,785,316,1171,694,477,36,509,35,91330,2200,36,243000,64,41,0.010983,0.027694,199
55133201101,Milwaukee,4607,1079,737,4302,54,182,31,20,2237,2370,1352,1439,2314,2189,125,1825,364,2355,1270,1085,84,741,124,72529,4607,72,184400,54,2971,0.959561,0.011721,200
55133201000,Milwaukee,6369,1388,1416,6143,11,65,105,45,2999,3370,1749,1816,2653,2476,177,2123,353,2692,1609,1083,101,1124,72,84158,6211,181,250700,11,790,0.458333,0.001727,201
55079090400,Milwaukee,3356,526,872,3159,21,110,38,18,1522,1834,944,1014,1647,1606,41,1297,309,1674,833,841,129,480,61,52602,3356,76,132200,21,9,0.002396,0.006257,202
55079011200,Milwaukee,1937,155,182,1435,358,59,45,40,1110,827,967,633,1240,1228,12,938,290,1240,785,455,53,281,28,24750,1933,407,109700,358,42,0.011596,0.184822,203
55079010800,Milwaukee,2101,112,210,1786,142,60,45,62,1171,930,1040,739,1457,1405,52,1019,386,1481,902,579,85,348,94,23361,2091,301,113800,142,3,0.000781,0.067587,204
55079091100,Milwaukee,4490,1136,459,4282,65,14,73,46,2130,2360,1400,1495,2546,2433,113,2068,365,2579,1312,1267,94,987,100,74194,4481,52,167700,65,2268,0.870139,0.014477,205
55079090500,Milwaukee,332,81,35,133,189,0,10,0,238,94,158,58,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,189,20,0.004932,0.569277,206
55079009600,Milwaukee,2962,1413,81,169,2268,248,180,72,1422,1540,662,806,633,622,11,446,176,667,325,342,147,49,0,20980,2923,1317,36300,2268,50,0.013074,0.765699,207
55079009400,Milwaukee,2619,482,266,2273,52,10,180,82,1202,1417,822,1049,1540,1515,25,1311,204,1569,735,834,86,433,36,43005,2613,66,94800,52,64,0.018743,0.019855,208
55079009500,Milwaukee,2107,508,166,1561,419,15,43,45,930,1177,626,807,1184,1128,56,935,193,1184,527,657,77,357,66,47219,2096,133,98200,419,38,0.009434,0.198861,209
55079011700,Milwaukee,481,179,76,2,478,0,0,0,170,311,63,163,95,95,0,26,69,95,18,77,7,8,0,16750,467,190,33300,478,41,0.011006,0.993763,210
55079011600,Milwaukee,1085,220,262,53,973,0,29,30,537,548,305,298,176,176,0,96,80,176,85,91,24,4,0,8892,1078,528,28200,973,105,0.035337,0.896774,211
55079011500,Milwaukee,421,81,49,172,225,0,12,12,172,249,103,188,95,95,0,69,26,101,33,68,12,22,0,16932,409,199,74200,225,0,0.000000,0.534442,212
55079009700,Milwaukee,2053,894,134,104,1261,534,74,27,949,1104,429,596,383,383,0,188,195,383,158,225,102,13,0,17372,2024,1117,23500,1261,98,0.033906,0.614223,213
55079011400,Milwaukee,539,101,7,348,128,0,63,0,274,265,219,212,366,360,6,325,35,366,184,182,41,123,30,45268,539,114,133800,128,86,0.027132,0.237477,214
55079012000,Milwaukee,846,398,37,39,648,91,68,0,348,498,163,248,184,177,7,73,104,184,99,85,38,11,0,20789,793,369,41800,648,14,0.003661,0.765957,215
55079011900,Milwaukee,982,428,45,7,720,0,132,112,488,494,197,312,221,221,0,144,77,214,75,139,15,37,0,22012,973,299,52500,720,0,0.000000,0.733198,216
55079011800,Milwaukee,478,128,70,44,345,64,25,0,191,287,100,180,180,180,0,112,68,180,60,120,48,16,0,18304,478,82,46800,345,2201,0.861526,0.721757,217
55133203702,Milwaukee,5077,1204,300,4590,228,94,74,62,2670,2407,1916,1657,2791,2631,160,1868,763,2824,1500,1324,156,866,64,96958,4704,210,262300,228,63,0.018656,0.044908,218
55079011300,Milwaukee,1520,15,391,1228,149,11,72,45,948,572,767,347,775,733,42,591,142,780,547,233,7,282,49,16821,1153,211,189400,149,191,0.081337,0.098026,219
55133201203,Milwaukee,3179,681,766,3037,0,88,27,19,1414,1765,821,911,1489,1420,69,1144,276,1513,769,744,43,495,73,74112,2923,65,177600,0,1298,0.608172,0.000000,220
55079011000,Milwaukee,3093,90,383,2343,399,60,185,63,1581,1512,1367,1253,1985,1952,33,1504,448,2043,1078,965,90,533,70,20897,2966,552,147100,399,6,0.001814,0.129001,221
55079011100,Milwaukee,1645,90,165,1374,124,30,59,33,810,835,708,682,1132,1093,39,806,287,1137,551,586,35,419,36,32639,1633,282,155600,124,1724,0.757605,0.075380,222
55079091200,Milwaukee,4382,841,593,3985,86,161,84,66,2062,2320,1434,1514,2350,2292,58,1970,322,2352,1183,1169,145,676,72,45060,4380,319,125400,86,766,0.421387,0.019626,223
55079014100,Milwaukee,1318,650,52,3,1298,0,17,0,471,847,134,482,360,357,3,234,123,381,85,296,8,23,4,11202,1308,815,450000,1298,18,0.004828,0.984825,224
55079012100,Milwaukee,932,322,57,106,638,124,53,0,456,476,279,274,242,242,0,121,121,250,125,125,51,38,6,14350,926,436,34800,638,36,0.008684,0.684549,225
55079012200,Milwaukee,2981,1230,101,396,1538,726,203,107,1333,1648,684,966,782,782,0,435,347,789,325,464,162,114,6,19467,2953,1445,34900,1538,1245,0.575019,0.515934,226
55079013800,Milwaukee,1450,547,133,17,1266,94,42,13,619,831,284,486,262,262,0,152,110,275,113,162,23,7,0,13250,1407,738,43000,1266,83,0.025997,0.873103,227
55079013900,Milwaukee,992,298,77,47,872,41,0,32,532,460,301,316,301,301,0,153,148,307,146,161,50,46,0,24716,992,212,44800,872,1580,0.722205,0.879032,228
55079014000,Milwaukee,822,334,19,6,695,43,59,10,453,369,278,191,202,202,0,178,24,202,120,82,36,16,0,18194,780,437,51500,695,18,0.004727,0.845499,229
55133203101,Milwaukee,5789,1357,327,5390,16,181,177,7,2816,2973,2028,2077,3530,3405,125,2495,910,3569,1853,1716,278,1061,143,65117,5789,68,177400,16,44,0.011776,0.002764,230
55079012400,Milwaukee,2698,615,197,1599,582,323,113,81,1268,1430,864,1022,1455,1443,12,1109,334,1476,700,776,154,309,37,34704,2657,369,70800,582,68,0.020942,0.215715,231
55133203000,Milwaukee,2685,366,338,2279,147,7,200,33,1600,1085,1280,701,1072,1054,18,833,221,1104,563,541,175,177,19,40656,1949,93,117900,147,5,0.000987,0.054749,232
55079012300,Milwaukee,1265,436,74,177,898,36,113,41,612,653,333,422,410,410,0,264,146,417,191,226,63,61,10,17383,1265,617,39400,898,76,0.022979,0.709881,233
55133202900,Milwaukee,8055,1541,1332,7236,48,441,247,58,3968,4087,2651,2531,4264,4142,122,3368,774,4349,2425,1924,342,1377,368,49147,8041,325,155200,48,193,0.081784,0.005959,234
55079013600,Milwaukee,2621,511,506,806,1542,78,50,36,1215,1406,760,844,737,702,35,551,151,742,390,352,96,112,0,17137,2199,831,81400,1542,973,0.529926,0.588325,235
55079013700,Milwaukee,1916,577,76,127,1382,193,155,38,904,1012,634,629,570,552,18,354,198,583,298,285,67,104,13,14224,1916,819,66700,1382,13,0.003330,0.721294,236
55079014800,Milwaukee,1909,321,120,807,766,267,59,10,1033,876,800,668,832,763,69,535,228,842,391,451,67,154,53,18370,1464,443,60600,766,2291,0.879032,0.401257,237
55079014600,Milwaukee,3804,158,175,2758,676,159,91,87,1865,1939,1681,1790,1984,1950,34,1766,184,2067,956,1111,76,283,15,9992,2216,1214,52100,676,72,0.021663,0.177708,238
55079014700,Milwaukee,2484,309,76,1437,703,80,198,54,1099,1385,943,1156,1042,1019,23,943,76,1123,431,692,49,263,51,11090,1978,1235,40600,703,0,0.000000,0.283011,239
55079014500,Milwaukee,2013,0,33,808,1124,21,0,0,1662,351,1629,351,4,4,0,4,0,4,0,4,0,1,0,0,120,117,0,1124,1336,0.621600,0.558371,240
55079090600,Milwaukee,4752,758,1370,4480,114,53,24,14,2231,2521,1300,1324,2266,2214,52,1806,408,2266,1163,1103,178,632,131,51472,4564,204,122800,114,12,0.003097,0.023990,241
55079014300,Milwaukee,2148,0,256,1779,186,76,55,14,1207,941,1092,800,1629,1592,37,1292,300,1644,937,707,81,649,90,31938,2148,296,162500,186,15,0.003765,0.086592,242
55079014400,Milwaukee,2453,65,136,1897,163,219,93,69,1544,909,1445,807,1683,1626,57,1439,187,1710,1018,692,17,836,256,43542,2003,199,238500,163,18,0.004626,0.066449,243
55079091400,Milwaukee,2219,470,201,2099,55,0,16,27,1066,1153,750,798,1283,1233,50,1061,172,1294,628,666,83,379,57,47882,2215,64,128800,55,0,0.000000,0.024786,244
55079091300,Milwaukee,3685,801,691,3453,32,84,56,53,1718,1967,1081,1112,1926,1816,110,1507,309,1953,1036,917,43,712,69,67475,3666,54,180700,32,6,0.001687,0.008684,245
55079012500,Milwaukee,2038,421,264,1805,24,113,85,11,973,1065,640,713,1120,1103,17,904,199,1131,582,549,84,293,58,47125,2038,159,132100,24,36,0.008598,0.011776,246
55079015200,Milwaukee,444,6,16,356,63,8,0,17,208,236,202,220,344,324,20,302,22,349,183,166,19,123,0,46548,444,71,210000,63,838,0.503131,0.141892,247
55079013500,Milwaukee,2252,509,44,308,1561,45,288,37,1296,956,985,714,896,888,8,572,316,911,525,386,96,110,7,17949,2252,750,97100,1561,58,0.017451,0.693162,248
55079015100,Milwaukee,1345,28,14,1081,110,64,47,26,485,860,451,852,706,699,7,639,60,733,261,472,17,91,0,19922,305,141,0,110,0,0.000000,0.081784,249
55133203102,Milwaukee,6398,1431,929,5876,30,40,286,151,3141,3257,2073,1965,3325,3293,32,2362,931,3411,1833,1578,370,749,81,56210,6255,245,139400,30,2123,0.860048,0.004689,250
55079015300,Milwaukee,491,6,0,442,18,7,0,19,329,162,329,156,348,328,20,246,82,363,222,141,29,150,35,53125,463,97,156900,18,1542,0.720479,0.036660,251
55079013300,Milwaukee,1206,354,77,539,195,256,102,18,668,538,420,355,474,463,11,348,115,474,259,215,64,67,12,30357,1196,226,44900,195,0,0.000000,0.161692,252
55079012800,Milwaukee,2844,492,338,2474,127,167,70,6,1330,1514,956,1058,1459,1456,3,1265,191,1464,680,784,73,338,41,41631,2460,295,102700,127,39,0.009786,0.044655,253
55079013400,Milwaukee,2771,939,150,507,1503,239,293,198,1335,1436,770,912,927,886,41,638,248,953,405,548,164,120,15,17401,2771,941,54600,1503,15,0.003788,0.542403,254
55079014900,Milwaukee,1689,294,86,577,675,105,293,39,931,758,740,569,843,843,0,456,387,878,561,317,144,78,26,19451,1689,611,29600,675,676,0.331551,0.399645,255
55079015000,Milwaukee,666,4,99,452,126,41,26,14,387,279,306,257,296,290,6,282,8,296,173,123,12,61,5,10389,601,261,0,126,703,0.395997,0.189189,256
55079012600,Milwaukee,2233,387,286,2059,51,0,93,30,1061,1172,763,797,1391,1379,12,1180,199,1416,700,716,190,255,47,39858,2187,45,85100,51,275,0.095671,0.022839,257
55133201102,Milwaukee,3068,637,598,2861,15,115,50,27,1533,1535,938,895,1536,1493,43,1266,227,1563,874,689,126,394,42,66083,3062,92,157800,15,1096,0.558371,0.004889,258
55079012700,Milwaukee,1177,160,196,1144,0,16,10,4,551,626,391,430,728,717,11,548,169,748,367,381,81,163,17,43167,1163,49,94300,0,2670,0.940472,0.000000,259
55079013200,Milwaukee,955,214,197,417,106,82,327,0,515,440,289,255,338,309,29,212,97,355,192,163,92,43,0,16346,948,341,71400,106,279,0.098026,0.110995,260
55079013100,Milwaukee,430,0,140,286,134,0,6,4,381,49,247,43,24,24,0,24,0,32,21,11,8,11,6,0,38,6,0,134,1503,0.691403,0.311628,261
55133203103,Milwaukee,4663,992,659,4168,72,56,359,8,2328,2335,1489,1523,2519,2502,17,1976,526,2547,1362,1185,365,557,113,48031,4641,167,118300,72,1153,0.568035,0.015441,262
55079013000,Milwaukee,1788,442,143,1545,105,0,83,49,857,931,576,627,962,951,11,784,167,968,476,492,108,154,18,32237,1778,191,81100,105,68,0.019907,0.058725,263
55079012900,Milwaukee,2906,500,363,2479,9,0,244,154,1455,1451,1059,984,1586,1574,12,1366,208,1614,886,728,218,204,31,41621,2886,188,81200,9,55,0.016757,0.003097,264
55133202800,Milwaukee,3547,860,376,2404,7,27,1018,68,1816,1731,1190,1121,1845,1820,25,1504,316,1913,1003,910,385,223,56,42926,3447,260,98500,7,64,0.018707,0.001973,265
55079100800,Milwaukee,3102,580,542,2920,18,29,108,0,1549,1553,1007,973,1634,1613,21,1392,221,1640,860,780,184,256,47,49167,3094,105,106900,18,4040,0.987286,0.005803,266
55079100700,Milwaukee,3114,744,450,2915,16,52,73,29,1586,1528,960,960,1587,1553,34,1354,199,1599,789,810,207,296,26,50273,3114,79,97600,16,0,0.000000,0.005138,267
55133204001,Milwaukee,7652,1811,820,7398,29,23,74,96,3841,3811,2559,2462,4159,3986,173,2149,1837,4211,2241,1970,350,1073,82,69157,7462,157,196300,29,39,0.009521,0.003790,268
55079015400,Milwaukee,278,24,8,194,10,0,56,0,193,85,169,77,171,164,7,112,52,154,105,49,37,20,0,19938,261,51,57900,10,26,0.005862,0.035971,269
55079015600,Milwaukee,1063,328,50,144,59,27,833,0,644,419,414,271,406,406,0,213,193,411,316,95,151,5,0,24423,1063,297,52500,59,872,0.510270,0.055503,270
55079015500,Milwaukee,911,201,92,240,51,0,597,20,535,376,389,229,419,419,0,330,89,428,307,121,115,49,26,20662,911,228,53100,51,10,0.002701,0.055982,271
55079100600,Milwaukee,2096,313,382,2037,0,0,17,29,1007,1089,759,642,1140,1126,14,1023,103,1152,596,556,160,245,37,41442,2096,67,94600,0,0,0.000000,0.000000,272
55079100200,Milwaukee,3446,661,481,3040,73,54,203,50,1674,1772,1186,1118,1772,1765,7,1330,435,1808,971,837,251,314,61,31594,3422,398,77600,73,358,0.184822,0.021184,273
55079100100,Milwaukee,3667,836,352,3223,73,62,248,36,1809,1858,1231,1248,1879,1841,38,1491,350,1897,947,950,272,311,29,36500,3656,297,88300,73,1561,0.721757,0.019907,274
55079110100,Milwaukee,4249,763,614,3264,50,173,535,69,2106,2143,1563,1309,2143,2119,24,1658,461,2160,1172,988,353,345,42,35098,4241,482,91600,50,10,0.002655,0.011767,275
55079100300,Milwaukee,3077,679,504,2862,0,13,177,10,1472,1605,928,966,1443,1438,5,1097,341,1488,730,758,192,163,3,31437,3053,274,91600,0,51,0.013226,0.000000,276
55079015900,Milwaukee,3645,1038,366,1043,320,264,1898,80,1809,1836,1144,1097,1192,1187,5,733,454,1251,711,540,265,52,11,24271,3601,818,62700,320,3491,0.984825,0.087791,277
55079015800,Milwaukee,3381,1063,141,732,275,29,2158,96,1930,1451,1271,906,1241,1225,16,616,609,1276,863,413,320,70,11,22829,3376,1317,48100,275,84,0.026128,0.081337,278
