FIPS,MSA,TOT_POP,POP_16,POP_65,WHITE_,BLACK_,ASIAN_,HISP_,MULTI_RA,MALES,FEMALES,MALE1664,FEM1664,EMPL16,EMP_AWAY,EMP_HOME,EMP_29,EMP_30,EMP16_2,EMP_MALE,EMP_FEM,OCC_MAN,OCC_OFF1,OCC_INFO,HH_INC,POV_POP,POV_TOT,HSG_VAL,FIPSNO,POLYID
06067008135,Sacramento,4013,636,1102,3268,215,54,292,93,1667,2346,1000,1275,1811,1731,80,1145,586,1836,831,1005,79,310,47,33434,3952,326,108100,6067008135,135
06067007300,Sacramento,606,73,8,323,174,44,28,37,321,285,278,247,436,436,0,396,40,121,24,97,0,37,0,32266,368,0,350000,6067007300,136
06067007415,Sacramento,3083,729,422,2285,286,76,275,84,1491,1592,939,993,1277,1270,7,852,418,1289,646,643,88,247,27,51672,3046,179,132600,6067007415,137
06067007403,Sacramento,4594,1398,543,2667,452,230,858,281,2217,2377,1314,1339,1515,1475,40,887,588,1581,846,735,107,159,5,36921,4508,686,87800,6067007403,138
06067008502,Sacramento,5927,1623,373,4571,44,689,419,119,2936,2991,1937,1994,3022,2784,238,1423,1361,3078,1676,1402,63,1464,291,85274,5908,192,260500,6067008502,139
06067008404,Sacramento,3475,642,478,2648,53,94,396,211,1725,1750,1208,1147,1829,1791,38,1148,643,1856,1022,834,55,382,60,37368,3359,447,149600,6067008404,140
06113010902,Sacramento,6247,1464,706,3038,94,150,2608,230,3009,3238,2026,2051,2517,2423,94,1934,489,2604,1327,1277,199,406,58,35142,6214,688,132300,6113010902,141
06067007501,Sacramento,6301,1594,702,4682,342,271,536,345,2974,3327,1941,2064,2994,2912,82,2009,903,3023,1596,1427,169,574,85,35838,6184,943,128700,6067007501,142
06017031503,Sacramento,2646,554,460,2449,0,43,112,42,1329,1317,842,790,1115,1008,107,500,508,1156,655,501,52,292,26,51705,2628,219,202500,6017031503,143
06067007404,Sacramento,4073,1228,350,2332,333,200,908,255,2021,2052,1252,1243,1462,1405,57,917,488,1470,824,646,148,89,16,31105,4039,1193,80400,6067007404,144
06067008207,Sacramento,4488,1026,544,3833,9,166,289,146,2188,2300,1411,1507,2263,2143,120,1230,913,2323,1175,1148,69,620,168,60813,4488,219,169100,6067008207,145
06067008134,Sacramento,4708,982,542,3592,262,48,451,271,2225,2483,1503,1681,2549,2493,56,1670,823,2576,1314,1262,100,426,102,36975,4699,574,129700,6067008134,146
06067008122,Sacramento,3402,594,512,2829,48,156,204,158,1725,1677,1169,1127,1732,1624,108,969,655,1757,974,783,33,595,90,55817,3337,282,197400,6067008122,147
06067008204,Sacramento,4496,1015,648,3808,57,139,298,172,2221,2275,1429,1404,2252,2122,130,1200,922,2249,1184,1065,56,689,106,59536,4465,320,156100,6067008204,148
06067008139,Sacramento,3208,547,486,2239,142,99,635,85,1449,1759,1002,1173,1720,1689,31,1090,599,1705,799,906,68,348,54,32454,3201,490,130800,6067008139,149
06067008206,Sacramento,5506,1327,450,4620,15,77,419,283,2664,2842,1837,1892,2733,2692,41,1792,900,2808,1452,1356,102,716,118,47786,5463,314,145800,6067008206,150
06067008138,Sacramento,3670,742,667,2794,23,149,475,122,1801,1869,1149,1112,1702,1655,47,983,672,1753,932,821,37,365,74,57103,3519,105,161500,6067008138,151
06067008137,Sacramento,2195,549,360,1829,26,85,125,124,1011,1184,584,702,1034,1007,27,565,442,1062,549,513,74,164,34,45368,2190,213,147400,6067008137,152
06067008119,Sacramento,6004,1454,683,4853,136,111,520,275,2990,3014,1914,1953,2761,2643,118,1502,1141,2823,1444,1379,111,460,112,45271,5968,631,138200,6067008119,153
06067007423,Sacramento,5019,1422,159,2345,910,233,982,447,2324,2695,1604,1834,2151,2130,21,1403,727,2225,1117,1108,106,315,35,30048,4984,866,90000,6067007423,154
06113011001,Sacramento,6544,1714,740,3403,35,162,2584,267,3194,3350,2035,2055,2795,2697,98,2080,617,2856,1545,1311,164,463,41,33053,6442,937,171800,6113011001,155
06113011101,Sacramento,3154,783,471,1620,56,9,1410,59,1522,1632,934,966,1147,1109,38,799,310,1176,641,535,99,215,20,36818,3080,694,142000,6113011101,156
06113011102,Sacramento,4908,1594,354,1617,97,148,2934,67,2496,2412,1472,1488,1958,1906,52,1464,442,2065,1124,941,177,124,28,34977,4897,796,113000,6113011102,157
06113011103,Sacramento,3225,876,193,1576,0,286,1209,143,1586,1639,1090,1066,1518,1479,39,1087,392,1545,878,667,140,291,37,49659,3225,219,139700,6113011103,158
06113011205,Sacramento,4095,1218,215,2155,33,311,1382,121,1911,2184,1280,1382,1913,1896,17,1400,496,1941,1100,841,88,408,21,58958,4095,120,168800,6113011205,159
06067008403,Sacramento,4130,987,498,3220,41,371,201,260,1938,2192,1256,1389,1955,1886,69,1131,755,2002,1094,908,44,858,235,67941,4123,122,208400,6067008403,160
06067008133,Sacramento,2778,754,269,2133,84,111,295,126,1326,1452,844,911,1209,1161,48,642,519,1239,631,608,62,210,35,30293,2772,668,90900,6067008133,161
06113011002,Sacramento,3370,642,738,2653,32,70,524,76,1626,1744,977,1013,1455,1407,48,1021,386,1479,812,667,78,302,40,60319,3353,237,185100,6113011002,162
06067007204,Sacramento,4289,1203,266,2361,425,485,686,153,2149,2140,1424,1396,1860,1806,54,1250,556,1953,1094,859,98,467,74,47120,4243,637,119500,6067007204,163
06067008503,Sacramento,8045,2271,289,6058,111,980,579,294,3923,4122,2657,2828,4165,3989,176,2182,1807,4264,2367,1897,70,1929,405,84279,8045,246,222100,6067008503,164
06067008504,Sacramento,4242,1236,194,3074,55,764,284,65,2053,2189,1369,1443,2185,2026,159,1324,702,2200,1173,1027,37,1023,169,74713,4236,48,214500,6067008504,165
06067007424,Sacramento,3760,1191,187,2112,646,151,613,151,1886,1874,1195,1187,1640,1590,50,1069,521,1641,913,728,103,185,23,33708,3720,782,102400,6067007424,166
06067008117,Sacramento,2107,446,363,1761,72,46,141,71,1044,1063,640,658,960,911,49,569,342,1013,530,483,47,221,62,47102,2004,129,124000,6067008117,167
06067008005,Sacramento,5207,1159,503,4316,0,320,308,189,2568,2639,1732,1813,2750,2621,129,1658,963,2786,1512,1274,40,1080,200,84188,5199,177,238500,6067008005,168
06067008006,Sacramento,5579,1107,689,4732,91,317,233,174,2712,2867,1831,1952,2911,2811,100,1795,1016,2951,1551,1400,93,1083,171,71450,5540,178,241500,6067008006,169
06067008008,Sacramento,4578,807,851,3990,3,208,299,73,2236,2342,1424,1496,2425,2325,100,1345,980,2451,1267,1184,85,860,188,65370,4415,90,210000,6067008008,170
06067008007,Sacramento,3494,792,581,2817,112,162,274,67,1630,1864,997,1124,1596,1519,77,845,674,1663,875,788,68,373,47,50417,3487,567,206600,6067008007,171
06067007904,Sacramento,5172,1200,753,4412,22,115,348,89,2543,2629,1582,1637,2419,2304,115,1351,953,2482,1294,1188,75,628,103,50697,5116,477,148800,6067007904,172
06067007903,Sacramento,4583,924,866,3802,124,204,299,120,2195,2388,1347,1446,2256,2193,63,1396,797,2291,1207,1084,66,667,142,58068,4563,248,161300,6067007903,173
06113011203,Sacramento,2805,609,324,2348,0,16,405,22,1312,1493,879,993,1537,1503,34,1150,353,1542,813,729,44,385,35,63086,2805,41,178400,6113011203,174
06113011204,Sacramento,5063,1363,489,2926,20,239,1581,231,2503,2560,1582,1629,2363,2269,94,1786,483,2430,1309,1121,143,413,40,57034,5021,397,151900,6113011204,175
06067007413,Sacramento,6332,1923,658,3577,766,424,1071,420,3073,3259,1771,1980,2076,2049,27,1365,684,2111,1076,1035,244,267,12,25966,6309,2160,74100,6067007413,176
06067007503,Sacramento,5185,1384,438,3314,467,441,593,248,2420,2765,1579,1784,1990,1963,27,1316,647,2022,1145,877,60,379,109,28062,5123,1273,131400,6067007503,177
06067007601,Sacramento,6553,1242,1248,5234,245,257,515,211,2970,3583,1880,2183,3137,3007,130,2009,998,3202,1608,1594,89,753,112,42378,6546,601,183600,6067007601,178
06017030704,Sacramento,1905,430,193,1683,4,4,64,125,962,943,668,614,934,868,66,358,510,972,557,415,61,284,42,74375,1902,132,320700,6017030704,179
06067007008,Sacramento,1186,125,217,883,26,102,134,31,541,645,410,434,538,499,39,347,152,538,290,248,30,130,6,51103,1186,47,154100,6067007008,180
06067006500,Sacramento,5890,2064,555,1498,2092,965,958,211,2796,3094,1523,1748,1761,1711,50,1046,665,1782,836,946,127,215,28,28047,5872,1869,95900,6067006500,181
06067006701,Sacramento,7862,2533,469,2684,1702,1113,1898,215,3818,4044,2306,2554,3025,2944,81,2144,800,3093,1582,1511,256,482,103,36311,7523,1505,104100,6067006701,182
06067007001,Sacramento,3097,865,393,1093,106,124,1565,124,1621,1476,954,885,927,894,33,636,258,982,549,433,124,101,28,21302,3034,1032,79800,6067007001,183
06067007504,Sacramento,2154,427,369,1469,151,100,314,102,1027,1127,675,683,1004,956,48,684,272,1016,563,453,29,262,102,39900,1962,368,175900,6067007504,184
06113010505,Sacramento,2961,685,180,2151,22,351,258,175,1401,1560,1016,1080,1576,1437,139,1059,378,1575,825,750,28,596,64,58800,2955,185,315600,6113010505,185
06067006400,Sacramento,5290,1675,535,3041,648,289,975,217,2547,2743,1394,1686,1733,1634,99,1019,615,1759,884,875,166,132,10,28167,5255,1339,70300,6067006400,186
06067008009,Sacramento,4338,844,566,3682,72,81,293,185,2171,2167,1462,1466,2167,1997,170,1179,818,2229,1177,1052,36,687,135,52902,4293,366,261200,6067008009,187
06067008010,Sacramento,4812,975,610,4020,118,85,324,219,2422,2390,1589,1638,2420,2308,112,1437,871,2448,1365,1083,95,875,119,55765,4766,412,194000,6067008010,188
06113011300,Sacramento,7572,2256,615,3721,27,85,3470,205,3790,3782,2340,2361,3322,3155,167,1944,1211,3365,1802,1563,219,543,72,47129,7533,592,151500,6113011300,189
06067007905,Sacramento,4075,810,706,3484,46,76,217,200,1912,2163,1181,1378,1909,1783,126,1101,682,1920,951,969,37,566,80,59531,4051,290,189200,6067007905,190
06067007906,Sacramento,3662,652,614,3080,119,134,257,72,1796,1866,1169,1227,1953,1844,109,1148,696,2009,1084,925,66,586,62,50122,3643,155,169600,6067007906,191
06067005901,Sacramento,5707,908,1680,4812,153,134,340,191,2581,3126,1468,1651,2289,2164,125,1565,599,2278,1114,1164,114,704,82,58561,5333,352,172300,6067005901,192
06067008701,Sacramento,5145,1103,768,3621,99,917,246,181,2396,2749,1526,1748,2620,2508,112,1625,883,2650,1370,1280,31,1322,179,84740,5123,31,235800,6067008701,193
06067006702,Sacramento,7745,3129,499,1229,1968,2417,1382,473,3821,3924,2044,2073,1746,1689,57,1151,538,1795,977,818,210,200,61,25702,7695,2915,83400,6067006702,194
06067006003,Sacramento,4687,1139,593,3442,237,296,453,166,2294,2393,1458,1497,1776,1740,36,1243,497,1829,952,877,93,365,102,29891,4605,1033,142900,6067006003,195
06067007004,Sacramento,6899,2001,162,1974,1394,755,2077,460,3425,3474,2345,2391,3287,3221,66,2292,929,3372,1708,1664,198,789,38,43228,6782,743,117800,6067007004,196
06067007602,Sacramento,4470,939,771,3539,179,159,393,187,2081,2389,1332,1428,1994,1931,63,1355,576,2040,1027,1013,87,570,79,41567,4333,546,152300,6067007602,197
06067008702,Sacramento,3355,802,441,2729,15,384,84,130,1584,1771,965,1147,1647,1533,114,946,587,1671,885,786,31,902,96,97501,3355,46,290500,6067008702,198
06067006101,Sacramento,4851,1042,729,3276,509,247,570,200,2508,2343,1620,1460,1950,1885,65,1458,427,1989,1099,890,111,405,29,36557,4820,803,140500,6067006101,199
06067007801,Sacramento,5604,1206,758,4544,232,142,474,202,2817,2787,1795,1845,2800,2661,139,1805,856,2821,1448,1373,100,822,130,49241,5446,588,182300,6067007801,200
06067008912,Sacramento,3376,599,239,2326,334,193,420,61,1677,1699,1247,1291,1998,1930,68,1376,554,2004,1072,932,49,598,67,58824,3347,247,144400,6067008912,201
06067006600,Sacramento,6417,2073,478,2470,1333,788,1518,184,3231,3186,1975,1891,1931,1869,62,1184,685,1966,1031,935,162,175,26,22272,6399,2285,74600,6067006600,202
06067006300,Sacramento,4462,1063,430,2684,284,192,980,231,2089,2373,1441,1528,1651,1599,52,1141,458,1695,928,767,112,231,23,30244,4386,1154,83500,6067006300,203
06067008600,Sacramento,5412,982,1105,4566,136,86,409,155,2706,2706,1646,1679,2394,2170,224,741,1429,2422,1358,1064,79,930,83,77236,5307,200,241900,6067008600,204
06067008913,Sacramento,4534,1261,496,3415,318,138,372,251,2252,2282,1351,1426,1764,1717,47,1221,496,1820,1020,800,102,324,39,41331,4534,732,117000,6067008913,205
06067006201,Sacramento,6720,1832,671,3981,759,262,1378,274,3274,3446,2045,2172,2636,2559,77,1934,625,2698,1508,1190,143,418,45,26430,6695,1944,120500,6067006201,206
06067007007,Sacramento,5601,1734,463,1863,768,334,2372,129,2846,2755,1700,1704,1912,1863,49,1395,468,1972,987,985,173,377,63,45297,5513,1151,102600,6067007007,207
06067006004,Sacramento,2418,370,546,2033,89,63,166,67,1085,1333,677,825,1219,1187,32,904,283,1219,524,695,15,379,39,60856,2393,135,170800,6067006004,208
06067007013,Sacramento,2790,752,98,1263,433,228,750,116,1368,1422,922,1018,1396,1357,39,861,496,1403,671,732,62,401,90,47031,2779,443,119200,6067007013,209
06067005902,Sacramento,7302,1358,1167,5814,265,306,565,292,3335,3967,2159,2618,3694,3581,113,2522,1059,3770,1717,2053,73,914,118,35804,7110,755,168800,6067005902,210
06067007012,Sacramento,3410,851,158,1537,609,245,729,204,1661,1749,1125,1276,1914,1891,23,1490,401,1923,959,964,46,567,100,50384,3382,270,113000,6067007012,211
06067007011,Sacramento,5978,1588,208,2375,899,709,1512,329,2993,2985,2106,2076,3130,3063,67,2523,540,3215,1798,1417,128,851,219,38397,5966,598,131900,6067007011,212
06067007802,Sacramento,5016,1100,822,4275,195,75,328,82,2399,2617,1474,1620,2174,2115,59,1507,608,2205,1141,1064,56,609,72,45660,4815,614,256200,6067007802,213
06067006800,Sacramento,7884,2724,555,1672,814,1610,3336,401,4002,3882,2304,2301,2207,2118,89,1376,742,2256,1355,901,280,171,11,23903,7842,3041,79700,6067006800,214
06067007010,Sacramento,2696,403,97,1654,335,203,381,111,1328,1368,1089,1107,1857,1793,64,1493,300,1885,988,897,32,916,153,50365,2696,167,217600,6067007010,215
06067007701,Sacramento,6036,1119,865,4757,208,191,508,257,2910,3126,2017,2035,2973,2849,124,2051,798,3140,1615,1525,210,694,75,36918,5835,924,160200,6067007701,216
06067007014,Sacramento,7095,1894,476,2708,963,477,2012,680,3316,3779,2211,2514,3366,3263,103,2466,797,3479,1682,1797,210,804,144,44750,6999,922,118100,6067007014,217
06067006002,Sacramento,4432,891,750,3391,202,108,463,204,2077,2355,1319,1472,2147,2104,43,1476,628,2153,1037,1116,58,533,101,35561,4418,570,138800,6067006002,218
06067007009,Sacramento,1151,149,123,852,81,47,155,16,583,568,455,424,802,774,28,607,167,808,422,386,0,271,42,57938,1151,27,220100,6067007009,219
06067008908,Sacramento,4998,1155,926,3634,433,145,578,159,2451,2547,1452,1465,2095,2024,71,1551,473,2136,1113,1023,148,385,40,40394,4976,799,103700,6067008908,220
06067008907,Sacramento,5235,1342,599,3608,424,443,541,169,2546,2689,1596,1698,2167,2125,42,1472,653,2233,1203,1030,155,461,125,40219,5198,694,104900,6067008907,221
06067006102,Sacramento,3476,455,923,2616,234,78,415,68,1366,2110,869,1229,1512,1404,108,1077,327,1537,654,883,54,414,64,30531,3359,358,176400,6067006102,222
06067005502,Sacramento,5611,1477,555,2514,618,295,1764,343,2778,2833,1793,1786,2300,2260,40,1591,669,2346,1280,1066,132,364,15,29977,5584,1565,103600,6067005502,223
06067006202,Sacramento,3912,999,369,2083,258,399,918,180,2004,1908,1263,1281,1409,1392,17,1040,352,1439,730,709,88,195,35,24180,3900,1267,81800,6067006202,224
06067006900,Sacramento,4869,1037,633,2526,524,118,1426,228,2410,2459,1675,1524,1820,1767,53,1301,466,1839,1066,773,99,279,60,25197,4852,1484,92400,6067006900,225
06067005505,Sacramento,4338,838,662,2493,501,229,786,245,2036,2302,1391,1447,1931,1886,45,1453,433,1999,1082,917,116,440,81,31341,4213,664,105000,6067005505,226
06067005601,Sacramento,4773,717,1261,3565,266,208,530,163,1982,2791,1270,1525,2265,2233,32,1712,521,2296,1087,1209,91,612,119,41659,4433,290,141500,6067005601,227
06067005701,Sacramento,3027,556,664,2498,56,129,233,96,1414,1613,823,984,1439,1366,73,1162,204,1487,764,723,17,489,69,54063,3021,128,173700,6067005701,228
06067005801,Sacramento,5274,1003,1053,4390,35,172,425,207,2477,2797,1526,1692,2500,2407,93,1813,594,2517,1222,1295,26,710,66,49321,5249,395,160900,6067005801,229
06067007702,Sacramento,4571,826,1106,3938,161,139,227,79,2079,2492,1265,1374,1971,1758,213,1286,472,2012,1054,958,17,660,73,58487,4566,337,247500,6067007702,230
06067008905,Sacramento,5003,1285,695,3237,396,313,741,238,2410,2593,1489,1534,1925,1864,61,1254,610,1932,1026,906,112,365,51,39093,4816,797,116800,6067008905,231
06067009009,Sacramento,3903,735,96,2033,370,743,518,173,2027,1876,1595,1477,2396,2379,17,1895,484,2377,1256,1121,104,884,326,40717,3886,394,160800,6067009009,232
06113010101,Sacramento,5665,1681,737,2242,227,549,2390,185,2891,2774,1707,1540,1684,1630,54,1221,409,1738,922,816,140,176,19,25083,5641,1710,83800,6113010101,233
06067008910,Sacramento,3581,860,463,2380,137,144,437,393,1686,1895,1037,1221,1642,1571,71,1110,461,1649,749,900,96,416,62,44488,3521,280,111700,6067008910,234
06067005402,Sacramento,2655,330,375,1756,175,310,157,250,1174,1481,932,1018,1450,1426,24,1100,326,1443,709,734,65,471,102,31729,2655,566,112500,6067005402,235
06067005300,Sacramento,1483,229,70,454,512,154,250,73,970,513,866,318,255,255,0,159,96,274,171,103,24,39,17,13750,1447,914,92500,6067005300,236
06067005506,Sacramento,2989,676,112,1412,449,292,657,179,1524,1465,1093,1108,1473,1452,21,1098,354,1507,795,712,29,281,24,29787,2966,697,123900,6067005506,237
06067005605,Sacramento,3677,951,350,2304,252,162,624,229,1788,1889,1180,1196,1649,1635,14,1277,358,1660,868,792,88,375,53,33056,3671,793,110600,6067005605,238
06067009008,Sacramento,5341,1528,387,3027,601,345,902,450,2566,2775,1683,1743,1898,1830,68,1407,423,1949,1041,908,190,340,96,34037,5314,1168,100500,6067009008,239
06067005702,Sacramento,4749,1114,965,4245,19,64,230,110,2232,2517,1312,1358,2132,2028,104,1718,310,2182,1158,1024,31,958,106,75491,4736,85,262400,6067005702,240
06067005803,Sacramento,3491,607,931,3067,16,214,143,40,1682,1809,918,1035,1511,1470,41,1199,271,1530,874,656,24,642,89,83851,3487,159,318300,6067005803,241
06067005804,Sacramento,2659,459,571,2273,46,213,50,77,1256,1403,774,855,1261,1173,88,989,184,1280,764,516,12,499,20,83903,2659,115,315200,6067005804,242
06067008911,Sacramento,2297,836,168,1289,304,194,353,104,1064,1233,580,713,911,911,0,590,321,911,446,465,44,169,10,25706,2287,677,132400,6067008911,243
06113010510,Sacramento,5413,900,318,3320,126,1254,417,278,2436,2977,1867,2328,2845,2772,73,2105,667,2890,1385,1505,72,1137,58,39621,5400,1703,278400,6113010510,244
06067000600,Sacramento,930,120,120,533,24,60,276,18,478,452,332,358,425,417,8,328,89,434,239,195,4,119,48,17341,930,289,188800,6067000600,245
06067005507,Sacramento,6262,793,361,3489,662,493,1106,455,3018,3244,2451,2657,3587,3544,43,2708,836,3678,1800,1878,127,948,201,30777,6235,1391,72100,6067005507,246
06067000500,Sacramento,3431,530,240,1699,181,272,1147,97,1772,1659,1360,1301,1733,1708,25,1294,414,1795,923,872,84,407,84,24340,3369,905,132000,6067000500,247
06113010204,Sacramento,4905,1120,917,3073,56,271,1149,233,2305,2600,1354,1514,1920,1850,70,1455,395,1975,998,977,173,313,58,32331,4905,796,106300,6113010204,248
06113010203,Sacramento,5370,1612,612,2333,239,578,1925,111,2770,2600,1593,1553,1707,1670,37,1328,342,1782,968,814,145,124,18,20602,5282,1732,14400,6113010203,249
06067000100,Sacramento,3558,543,787,3135,13,75,211,74,1645,1913,1067,1161,1926,1882,44,1521,361,1954,976,978,46,504,75,53318,3552,170,184400,6067000100,250
06067000700,Sacramento,2617,3,441,926,700,336,470,119,1828,789,1630,543,74,74,0,16,58,74,40,34,0,29,10,9879,573,105,0,6067000700,251
06067009006,Sacramento,4660,1174,454,2436,738,538,548,313,2152,2508,1427,1605,2100,2043,57,1349,694,2130,1140,990,106,440,33,34565,4638,584,42000,6067009006,252
06113010201,Sacramento,2551,541,460,1850,0,99,410,138,1175,1376,773,777,1013,963,50,787,176,1037,525,512,18,213,54,35467,2539,304,99600,6113010201,253
06067000400,Sacramento,3776,331,238,2510,278,85,717,150,2058,1718,1771,1436,2573,2471,102,2131,340,2596,1411,1185,130,777,153,35012,3767,585,150000,6067000400,254
06067009007,Sacramento,2484,779,155,1081,658,170,413,134,1213,1271,772,778,947,931,16,770,161,967,532,435,106,157,64,30173,2443,718,93800,6067009007,255
06067000300,Sacramento,3061,444,459,2563,7,124,311,52,1426,1635,992,1166,1813,1727,86,1500,227,1820,865,955,24,674,70,60500,3061,104,212600,6067000300,256
06067001000,Sacramento,609,5,99,464,59,0,40,19,471,138,397,108,217,207,10,137,70,190,130,60,20,32,0,10588,559,198,1000001,6067001000,257
06067005606,Sacramento,3974,744,612,3082,127,230,362,126,1785,2189,1246,1372,2015,1935,80,1594,341,2048,1018,1030,40,617,86,39391,3974,329,124800,6067005606,258
06067001100,Sacramento,920,15,82,611,152,69,88,0,520,400,474,349,521,506,15,329,177,513,294,219,16,229,58,21810,920,220,99200,6067001100,259
06067000200,Sacramento,3459,493,713,2881,21,124,327,100,1590,1869,1094,1159,1878,1835,43,1437,398,1908,1016,892,5,780,133,57566,3408,90,180400,6067000200,260
06067005508,Sacramento,3053,301,371,2256,187,215,251,104,1499,1554,1156,1225,1783,1725,58,1430,295,1804,957,847,31,695,104,41120,2964,372,102200,6067005508,261
06067000800,Sacramento,1471,68,631,1158,70,72,120,42,558,913,400,372,647,627,20,568,59,652,364,288,0,314,79,35652,1307,96,138800,6067000800,262
06067009107,Sacramento,3332,583,313,2274,233,325,346,134,1567,1765,1122,1314,1819,1751,68,1309,442,1854,935,919,68,538,76,54216,3253,156,133100,6067009107,263
06067005404,Sacramento,5542,708,1231,4479,75,425,338,183,2743,2799,1798,1805,2899,2719,180,2157,562,2927,1594,1333,13,1159,106,65708,5542,334,355700,6067005404,264
06113010506,Sacramento,2877,586,338,1987,55,265,441,82,1412,1465,928,1025,1414,1302,112,1023,279,1447,776,671,57,635,63,93915,2868,214,376000,6113010506,265
06067001400,Sacramento,2690,190,516,2032,123,41,352,71,1202,1488,1006,978,1489,1412,77,1142,270,1498,736,762,8,440,57,27774,2474,295,225000,6067001400,266
06067000900,Sacramento,323,92,26,143,22,0,144,0,210,113,113,92,172,166,6,148,18,172,90,82,12,54,8,36563,323,12,97500,6067000900,267
06067002100,Sacramento,2584,447,349,764,295,896,491,120,1351,1233,962,826,1028,968,60,790,178,1060,573,487,68,193,55,19375,2501,920,114300,6067002100,268
